Job ID,Job Title,Company Name,Job Location,Job Type,Salary Range,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite,Company Size
JOB3865,Financial Analyst,Wipro,Ahmedabad,Full-time,5-8 LPA,2-5 years,2025-01-19,2025-01-27,Indeed,79,MBA,"Python, Java, SQL",Hybrid,Medium (51-500)
JOB3866,Cyber Security Analyst,Microsoft,Delhi,Full-time,5-8 LPA,10+ years,2025-01-07,2025-01-30,LinkedIn,216,B.Sc,"Python, Java, React",Remote,Small (1-50)
JOB3867,Business Analyst,HCL,Kolkata,Contract,20+ LPA,0-2 years,2025-01-22,2025-01-31,LinkedIn,115,M.Tech,"UI/UX, C++, React",Hybrid,Small (1-50)
JOB3868,Financial Analyst,Deloitte,Pune,Internship,20+ LPA,10+ years,2024-12-27,2025-01-07,Naukri.com,89,PhD,"Digital Marketing, Python, C++",Remote,Medium (51-500)
JOB3869,Financial Analyst,Accenture,Pune,Full-time,8-12 LPA,10+ years,2024-12-28,2025-01-20,Naukri.com,160,PhD,"Digital Marketing, AWS, C++",Hybrid,Small (1-50)
JOB3870,Product Manager,Infosys,Mumbai,Full-time,8-12 LPA,10+ years,2025-01-17,2025-01-27,LinkedIn,304,M.Tech,"Digital Marketing, Excel, UI/UX",Remote,Large (500+)
JOB3871,Cyber Security Analyst,IBM,Delhi,Part-time,3-5 LPA,5-10 years,2024-12-31,2025-01-15,Indeed,389,PhD,"AWS, React, Java",Hybrid,Large (500+)
JOB3872,Cyber Security Analyst,Microsoft,Ahmedabad,Part-time,3-5 LPA,10+ years,2024-12-31,2025-01-27,Indeed,302,B.Sc,"Excel, Machine Learning, React",Hybrid,Medium (51-500)
JOB3873,Sales Representative,HCL,Pune,Full-time,3-5 LPA,5-10 years,2025-01-03,2025-01-14,LinkedIn,390,MBA,"Python, UI/UX, SQL",Remote,Small (1-50)
JOB3874,HR Manager,Amazon,Jaipur,Contract,12-20 LPA,10+ years,2025-01-16,2025-01-23,Naukri.com,366,M.Tech,"Java, SQL, Machine Learning",Onsite,Medium (51-500)
JOB3875,Software Engineer,IBM,Hyderabad,Part-time,20+ LPA,5-10 years,2024-12-31,2025-01-23,Indeed,27,M.Tech,"Java, UI/UX, AWS",Onsite,Small (1-50)
JOB3876,Cyber Security Analyst,Amazon,Mumbai,Internship,20+ LPA,2-5 years,2025-01-03,2025-01-23,LinkedIn,116,PhD,"React, AWS, Machine Learning",Remote,Large (500+)
JOB3877,Financial Analyst,Deloitte,Ahmedabad,Internship,3-5 LPA,2-5 years,2025-01-11,2025-01-29,Indeed,282,B.Sc,"AWS, Excel, UI/UX",Remote,Large (500+)
JOB3878,Cyber Security Analyst,Wipro,Jaipur,Full-time,5-8 LPA,10+ years,2024-12-28,2025-01-15,Naukri.com,51,M.Tech,"Excel, UI/UX, Python",Remote,Small (1-50)
JOB3879,Graphic Designer,Amazon,Delhi,Contract,3-5 LPA,0-2 years,2024-12-28,2025-01-20,Indeed,433,M.Tech,"C++, UI/UX, React",Hybrid,Medium (51-500)
JOB3880,Marketing Executive,HCL,Noida,Contract,8-12 LPA,0-2 years,2024-12-24,2025-01-02,LinkedIn,158,B.Sc,"Machine Learning, React, Digital Marketing",Hybrid,Large (500+)
JOB3881,Software Engineer,Deloitte,Jaipur,Part-time,5-8 LPA,2-5 years,2025-01-16,2025-02-03,Naukri.com,410,B.Sc,"Python, AWS, C++",Onsite,Small (1-50)
JOB3882,Cyber Security Analyst,Google,Noida,Full-time,20+ LPA,5-10 years,2024-12-30,2025-01-08,LinkedIn,266,MBA,"Machine Learning, Excel, UI/UX",Onsite,Large (500+)
JOB3883,Marketing Executive,TCS,Jaipur,Part-time,8-12 LPA,2-5 years,2025-01-11,2025-01-21,Naukri.com,56,PhD,"AWS, Digital Marketing, React",Remote,Medium (51-500)
JOB3884,Financial Analyst,Deloitte,Jaipur,Part-time,3-5 LPA,10+ years,2024-12-29,2025-01-06,Naukri.com,255,MBA,"React, Excel, UI/UX",Onsite,Small (1-50)
JOB3885,Financial Analyst,Google,Ahmedabad,Full-time,20+ LPA,2-5 years,2025-01-16,2025-01-30,Indeed,391,B.Tech,"SQL, React, Machine Learning",Remote,Large (500+)
JOB3886,Marketing Executive,Amazon,Bangalore,Contract,8-12 LPA,2-5 years,2025-01-08,2025-02-04,Naukri.com,482,PhD,"Python, C++, Machine Learning",Hybrid,Small (1-50)
JOB3887,Graphic Designer,Deloitte,Mumbai,Contract,3-5 LPA,10+ years,2025-01-07,2025-01-23,Indeed,312,B.Tech,"UI/UX, Excel, AWS",Hybrid,Large (500+)
JOB3888,Graphic Designer,Amazon,Chennai,Internship,3-5 LPA,5-10 years,2025-01-08,2025-02-03,Indeed,192,MBA,"Digital Marketing, Python, Excel",Remote,Small (1-50)
JOB3889,Financial Analyst,Infosys,Pune,Full-time,8-12 LPA,2-5 years,2024-12-31,2025-01-16,LinkedIn,407,MBA,"React, Java, C++",Onsite,Small (1-50)
JOB3890,Software Engineer,Microsoft,Noida,Part-time,5-8 LPA,5-10 years,2024-12-26,2025-01-18,LinkedIn,121,MBA,"C++, Digital Marketing, Excel",Remote,Small (1-50)
JOB3891,Graphic Designer,Google,Pune,Internship,3-5 LPA,2-5 years,2025-01-12,2025-02-11,Indeed,410,B.Tech,"AWS, SQL, React",Hybrid,Large (500+)
JOB3892,Data Scientist,Wipro,Delhi,Internship,3-5 LPA,0-2 years,2025-01-12,2025-01-19,LinkedIn,295,B.Sc,"Java, Python, C++",Remote,Medium (51-500)
JOB3893,Software Engineer,Infosys,Kolkata,Internship,12-20 LPA,10+ years,2025-01-04,2025-01-24,LinkedIn,239,B.Tech,"Excel, SQL, Machine Learning",Hybrid,Small (1-50)
JOB3894,Financial Analyst,Accenture,Delhi,Contract,3-5 LPA,0-2 years,2024-12-26,2025-01-24,Indeed,39,PhD,"SQL, React, Python",Onsite,Small (1-50)
JOB3895,Software Engineer,Wipro,Ahmedabad,Internship,3-5 LPA,0-2 years,2025-01-01,2025-01-31,LinkedIn,221,MBA,"React, UI/UX, Machine Learning",Hybrid,Large (500+)
JOB3896,Software Engineer,HCL,Bangalore,Full-time,12-20 LPA,0-2 years,2025-01-06,2025-01-23,LinkedIn,458,M.Tech,"AWS, UI/UX, Java",Hybrid,Medium (51-500)
JOB3897,Marketing Executive,HCL,Jaipur,Part-time,8-12 LPA,5-10 years,2024-12-31,2025-01-20,LinkedIn,188,M.Tech,"React, Digital Marketing, SQL",Onsite,Small (1-50)
JOB3898,Cyber Security Analyst,TCS,Delhi,Internship,3-5 LPA,0-2 years,2025-01-02,2025-01-31,LinkedIn,231,M.Tech,"Python, React, Excel",Onsite,Medium (51-500)
JOB3899,Financial Analyst,IBM,Delhi,Part-time,12-20 LPA,2-5 years,2025-01-20,2025-01-31,Indeed,345,B.Tech,"SQL, Digital Marketing, C++",Remote,Large (500+)
JOB3900,Software Engineer,Amazon,Hyderabad,Contract,5-8 LPA,0-2 years,2025-01-12,2025-02-01,Naukri.com,213,MBA,"SQL, Python, C++",Remote,Medium (51-500)
JOB3901,Sales Representative,Deloitte,Pune,Contract,8-12 LPA,0-2 years,2024-12-23,2024-12-31,Naukri.com,242,B.Sc,"Java, Machine Learning, Excel",Onsite,Medium (51-500)
JOB3902,Sales Representative,Google,Chennai,Contract,5-8 LPA,10+ years,2025-01-09,2025-02-07,Indeed,23,M.Tech,"Java, Digital Marketing, Python",Remote,Large (500+)
JOB3903,Product Manager,Wipro,Noida,Full-time,20+ LPA,0-2 years,2025-01-05,2025-01-31,Indeed,422,B.Sc,"UI/UX, React, Python",Remote,Large (500+)
JOB3904,Financial Analyst,Accenture,Jaipur,Contract,20+ LPA,2-5 years,2025-01-19,2025-02-08,Indeed,70,M.Tech,"Excel, AWS, Machine Learning",Onsite,Medium (51-500)
JOB3905,Cyber Security Analyst,IBM,Jaipur,Internship,8-12 LPA,2-5 years,2025-01-21,2025-02-02,LinkedIn,105,B.Tech,"Excel, SQL, Java",Remote,Large (500+)
JOB3906,Sales Representative,Deloitte,Pune,Part-time,12-20 LPA,0-2 years,2025-01-10,2025-02-09,Indeed,226,B.Sc,"React, Excel, Machine Learning",Remote,Small (1-50)
JOB3907,Cyber Security Analyst,Microsoft,Pune,Full-time,20+ LPA,2-5 years,2025-01-20,2025-02-10,LinkedIn,54,B.Sc,"AWS, React, Machine Learning",Remote,Small (1-50)
JOB3908,Data Scientist,Deloitte,Pune,Contract,8-12 LPA,5-10 years,2024-12-23,2025-01-11,Indeed,20,B.Sc,"Digital Marketing, SQL, Machine Learning",Onsite,Small (1-50)
JOB3909,Sales Representative,Wipro,Mumbai,Internship,5-8 LPA,5-10 years,2024-12-24,2025-01-13,Indeed,49,PhD,"React, C++, UI/UX",Remote,Large (500+)
JOB3910,Financial Analyst,Google,Pune,Internship,20+ LPA,2-5 years,2024-12-26,2025-01-05,LinkedIn,26,M.Tech,"AWS, Python, Digital Marketing",Remote,Large (500+)
JOB3911,Data Scientist,Amazon,Ahmedabad,Part-time,3-5 LPA,0-2 years,2024-12-23,2024-12-30,Naukri.com,294,MBA,"UI/UX, AWS, Digital Marketing",Remote,Small (1-50)
JOB3912,Sales Representative,Deloitte,Kolkata,Part-time,8-12 LPA,2-5 years,2025-01-10,2025-02-04,Naukri.com,180,MBA,"C++, SQL, Excel",Remote,Large (500+)
JOB3913,Marketing Executive,Google,Chennai,Contract,12-20 LPA,2-5 years,2025-01-18,2025-02-10,Indeed,377,B.Sc,"Java, Python, React",Onsite,Small (1-50)
JOB3914,Product Manager,Infosys,Hyderabad,Internship,8-12 LPA,10+ years,2025-01-05,2025-02-02,Indeed,394,B.Sc,"Excel, React, C++",Onsite,Medium (51-500)
JOB3915,HR Manager,Google,Mumbai,Full-time,5-8 LPA,0-2 years,2025-01-05,2025-02-04,LinkedIn,444,PhD,"Excel, React, AWS",Onsite,Large (500+)
JOB3916,Marketing Executive,Accenture,Mumbai,Contract,3-5 LPA,5-10 years,2024-12-30,2025-01-24,Indeed,426,MBA,"C++, Java, Excel",Remote,Medium (51-500)
JOB3917,Product Manager,Accenture,Bangalore,Internship,12-20 LPA,10+ years,2025-01-13,2025-01-25,Naukri.com,173,B.Tech,"Java, UI/UX, React",Remote,Small (1-50)
JOB3918,Sales Representative,Wipro,Jaipur,Internship,3-5 LPA,5-10 years,2024-12-29,2025-01-27,Naukri.com,22,B.Tech,"C++, Java, UI/UX",Remote,Medium (51-500)
JOB3919,Product Manager,Infosys,Chennai,Part-time,12-20 LPA,2-5 years,2025-01-17,2025-02-09,Naukri.com,455,PhD,"Machine Learning, SQL, Digital Marketing",Remote,Large (500+)
JOB3920,Product Manager,Accenture,Hyderabad,Internship,8-12 LPA,0-2 years,2025-01-12,2025-02-08,Naukri.com,149,PhD,"UI/UX, React, Machine Learning",Remote,Small (1-50)
JOB3921,Graphic Designer,Accenture,Kolkata,Internship,5-8 LPA,0-2 years,2025-01-14,2025-01-30,Naukri.com,347,B.Sc,"Machine Learning, SQL, React",Hybrid,Medium (51-500)
JOB3922,Software Engineer,Accenture,Chennai,Internship,12-20 LPA,10+ years,2025-01-12,2025-01-27,Naukri.com,254,MBA,"AWS, SQL, Digital Marketing",Remote,Small (1-50)
JOB3923,Data Scientist,Accenture,Chennai,Internship,8-12 LPA,5-10 years,2024-12-27,2025-01-26,Indeed,381,PhD,"C++, AWS, Excel",Hybrid,Medium (51-500)
JOB3924,HR Manager,TCS,Pune,Contract,5-8 LPA,2-5 years,2025-01-11,2025-02-09,Naukri.com,444,B.Tech,"SQL, React, Excel",Hybrid,Small (1-50)
JOB3925,Sales Representative,Microsoft,Hyderabad,Part-time,20+ LPA,5-10 years,2024-12-27,2025-01-09,Indeed,55,M.Tech,"Java, Excel, C++",Hybrid,Large (500+)
JOB3926,Sales Representative,IBM,Hyderabad,Contract,12-20 LPA,10+ years,2025-01-21,2025-02-19,Indeed,432,B.Tech,"SQL, AWS, Excel",Onsite,Small (1-50)
JOB3927,HR Manager,Deloitte,Hyderabad,Contract,12-20 LPA,2-5 years,2024-12-26,2025-01-15,LinkedIn,192,M.Tech,"C++, Python, Digital Marketing",Onsite,Large (500+)
JOB3928,Sales Representative,Accenture,Jaipur,Part-time,8-12 LPA,5-10 years,2025-01-07,2025-02-01,Indeed,406,B.Sc,"Digital Marketing, UI/UX, React",Hybrid,Small (1-50)
JOB3929,Data Scientist,Infosys,Noida,Contract,12-20 LPA,2-5 years,2025-01-15,2025-01-27,Indeed,316,M.Tech,"Java, React, Digital Marketing",Hybrid,Large (500+)
JOB3930,Sales Representative,TCS,Jaipur,Contract,3-5 LPA,2-5 years,2025-01-08,2025-02-05,Naukri.com,453,MBA,"React, Digital Marketing, Machine Learning",Hybrid,Small (1-50)
JOB3931,Software Engineer,Google,Bangalore,Full-time,5-8 LPA,10+ years,2025-01-17,2025-02-05,Naukri.com,215,B.Tech,"Java, Python, React",Onsite,Small (1-50)
JOB3932,Graphic Designer,TCS,Kolkata,Full-time,5-8 LPA,2-5 years,2025-01-17,2025-01-31,LinkedIn,458,B.Sc,"UI/UX, React, Excel",Remote,Medium (51-500)
JOB3933,Cyber Security Analyst,Google,Noida,Full-time,3-5 LPA,0-2 years,2024-12-25,2025-01-20,Indeed,294,B.Tech,"SQL, Digital Marketing, Python",Remote,Large (500+)
JOB3934,Product Manager,IBM,Ahmedabad,Part-time,20+ LPA,0-2 years,2025-01-16,2025-02-06,Naukri.com,25,MBA,"UI/UX, AWS, React",Onsite,Medium (51-500)
JOB3935,Cyber Security Analyst,HCL,Noida,Internship,8-12 LPA,0-2 years,2024-12-24,2025-01-17,LinkedIn,103,MBA,"React, Java, C++",Remote,Small (1-50)
JOB3936,Cyber Security Analyst,Google,Jaipur,Internship,5-8 LPA,10+ years,2025-01-22,2025-02-13,Naukri.com,191,B.Sc,"Python, Digital Marketing, Machine Learning",Onsite,Medium (51-500)
JOB3937,Product Manager,Amazon,Jaipur,Full-time,5-8 LPA,5-10 years,2024-12-25,2025-01-07,LinkedIn,369,PhD,"Python, UI/UX, Java",Hybrid,Medium (51-500)
JOB3938,Product Manager,Wipro,Bangalore,Internship,5-8 LPA,10+ years,2025-01-06,2025-01-26,Naukri.com,197,PhD,"Machine Learning, Java, React",Hybrid,Large (500+)
JOB3939,Marketing Executive,HCL,Mumbai,Internship,12-20 LPA,0-2 years,2025-01-06,2025-01-18,LinkedIn,225,PhD,"AWS, SQL, Python",Hybrid,Small (1-50)
JOB3940,Product Manager,TCS,Pune,Internship,8-12 LPA,10+ years,2025-01-17,2025-01-27,Indeed,39,PhD,"Java, AWS, Digital Marketing",Hybrid,Small (1-50)
JOB3941,Cyber Security Analyst,Deloitte,Kolkata,Part-time,8-12 LPA,5-10 years,2025-01-15,2025-02-01,Indeed,492,PhD,"SQL, Java, React",Hybrid,Large (500+)
JOB3942,Financial Analyst,Accenture,Chennai,Part-time,5-8 LPA,0-2 years,2025-01-14,2025-02-04,LinkedIn,384,PhD,"AWS, Excel, Machine Learning",Onsite,Small (1-50)
JOB3943,Cyber Security Analyst,Deloitte,Bangalore,Part-time,8-12 LPA,10+ years,2025-01-07,2025-01-27,Naukri.com,428,MBA,"Digital Marketing, React, SQL",Onsite,Medium (51-500)
JOB3944,HR Manager,Deloitte,Bangalore,Contract,8-12 LPA,0-2 years,2025-01-09,2025-02-01,Indeed,75,PhD,"SQL, Digital Marketing, Java",Onsite,Small (1-50)
JOB3945,Sales Representative,TCS,Delhi,Part-time,20+ LPA,5-10 years,2024-12-31,2025-01-30,LinkedIn,28,MBA,"Machine Learning, Digital Marketing, SQL",Onsite,Large (500+)
JOB3946,Cyber Security Analyst,Google,Mumbai,Full-time,8-12 LPA,0-2 years,2025-01-04,2025-01-19,Naukri.com,278,MBA,"Excel, AWS, React",Remote,Large (500+)
JOB3947,Data Scientist,Wipro,Chennai,Internship,3-5 LPA,0-2 years,2025-01-15,2025-01-22,Naukri.com,110,M.Tech,"SQL, Excel, UI/UX",Remote,Large (500+)
JOB3948,Sales Representative,Accenture,Mumbai,Full-time,3-5 LPA,0-2 years,2025-01-09,2025-02-05,Indeed,69,B.Tech,"AWS, UI/UX, Python",Hybrid,Large (500+)
JOB3949,Product Manager,Microsoft,Chennai,Part-time,5-8 LPA,10+ years,2025-01-02,2025-01-17,Indeed,280,B.Sc,"C++, Python, React",Hybrid,Large (500+)
JOB3950,Sales Representative,Deloitte,Delhi,Contract,8-12 LPA,2-5 years,2025-01-02,2025-01-09,Indeed,261,M.Tech,"SQL, Python, React",Onsite,Large (500+)
JOB3951,Product Manager,IBM,Ahmedabad,Part-time,5-8 LPA,5-10 years,2024-12-26,2025-01-20,Indeed,41,B.Tech,"Excel, Digital Marketing, Python",Remote,Small (1-50)
JOB3952,Graphic Designer,Infosys,Ahmedabad,Contract,20+ LPA,2-5 years,2024-12-27,2025-01-09,Indeed,313,PhD,"C++, SQL, Java",Remote,Small (1-50)
JOB3953,HR Manager,HCL,Hyderabad,Internship,20+ LPA,2-5 years,2025-01-13,2025-02-07,Naukri.com,152,PhD,"UI/UX, C++, React",Remote,Large (500+)
JOB3954,Software Engineer,Google,Bangalore,Part-time,20+ LPA,0-2 years,2025-01-20,2025-02-08,Indeed,396,M.Tech,"Java, React, Machine Learning",Hybrid,Medium (51-500)
JOB3955,Sales Representative,Deloitte,Kolkata,Full-time,8-12 LPA,10+ years,2024-12-30,2025-01-18,Indeed,15,B.Sc,"Java, C++, Digital Marketing",Onsite,Large (500+)
JOB3956,Product Manager,Amazon,Bangalore,Full-time,8-12 LPA,0-2 years,2024-12-23,2025-01-04,LinkedIn,251,B.Sc,"C++, Excel, UI/UX",Hybrid,Large (500+)
JOB3957,Business Analyst,Deloitte,Chennai,Internship,20+ LPA,10+ years,2025-01-12,2025-02-01,LinkedIn,264,PhD,"AWS, C++, Java",Onsite,Small (1-50)
JOB3958,HR Manager,HCL,Noida,Full-time,12-20 LPA,10+ years,2025-01-02,2025-01-14,Naukri.com,39,MBA,"React, Python, Excel",Remote,Small (1-50)
JOB3959,Data Scientist,Wipro,Hyderabad,Part-time,5-8 LPA,0-2 years,2025-01-01,2025-01-29,Naukri.com,262,MBA,"Python, AWS, Excel",Remote,Medium (51-500)
JOB3960,Data Scientist,HCL,Hyderabad,Part-time,5-8 LPA,0-2 years,2025-01-12,2025-01-21,LinkedIn,397,MBA,"SQL, Python, UI/UX",Hybrid,Large (500+)
JOB3961,Financial Analyst,Wipro,Noida,Internship,12-20 LPA,2-5 years,2025-01-16,2025-01-28,Naukri.com,28,MBA,"Excel, AWS, C++",Onsite,Large (500+)
JOB3962,Sales Representative,HCL,Chennai,Internship,5-8 LPA,10+ years,2025-01-01,2025-01-13,LinkedIn,419,M.Tech,"SQL, Digital Marketing, Machine Learning",Onsite,Medium (51-500)
JOB3963,Cyber Security Analyst,Google,Delhi,Internship,12-20 LPA,5-10 years,2025-01-18,2025-02-07,LinkedIn,171,PhD,"AWS, Machine Learning, Python",Onsite,Large (500+)
JOB3964,Software Engineer,Wipro,Delhi,Internship,3-5 LPA,5-10 years,2025-01-01,2025-01-24,Naukri.com,84,B.Sc,"Digital Marketing, C++, Python",Hybrid,Small (1-50)
JOB3965,Sales Representative,HCL,Mumbai,Internship,20+ LPA,10+ years,2025-01-20,2025-02-08,Naukri.com,498,B.Tech,"Python, Java, Machine Learning",Onsite,Medium (51-500)
JOB3966,Cyber Security Analyst,Infosys,Pune,Full-time,8-12 LPA,10+ years,2024-12-24,2025-01-11,LinkedIn,466,M.Tech,"SQL, React, UI/UX",Hybrid,Medium (51-500)
JOB3967,Business Analyst,IBM,Mumbai,Contract,20+ LPA,5-10 years,2025-01-02,2025-01-29,Naukri.com,449,PhD,"Python, UI/UX, Machine Learning",Onsite,Small (1-50)
JOB3968,HR Manager,Amazon,Delhi,Contract,12-20 LPA,10+ years,2025-01-03,2025-01-29,LinkedIn,158,MBA,"UI/UX, Python, Digital Marketing",Remote,Small (1-50)
JOB3969,Software Engineer,Wipro,Chennai,Internship,12-20 LPA,2-5 years,2024-12-23,2025-01-02,Indeed,328,B.Tech,"Python, React, Machine Learning",Hybrid,Medium (51-500)
JOB3970,Business Analyst,Microsoft,Bangalore,Part-time,20+ LPA,2-5 years,2025-01-12,2025-01-22,Indeed,484,PhD,"Machine Learning, UI/UX, SQL",Hybrid,Large (500+)
JOB3971,Business Analyst,IBM,Jaipur,Contract,5-8 LPA,5-10 years,2024-12-31,2025-01-27,Naukri.com,312,MBA,"Digital Marketing, UI/UX, React",Onsite,Medium (51-500)
JOB3972,Graphic Designer,TCS,Hyderabad,Part-time,3-5 LPA,0-2 years,2025-01-08,2025-01-19,Naukri.com,71,M.Tech,"SQL, React, AWS",Remote,Large (500+)
JOB3973,HR Manager,Wipro,Hyderabad,Part-time,5-8 LPA,10+ years,2024-12-26,2025-01-02,Indeed,305,M.Tech,"React, Excel, UI/UX",Remote,Small (1-50)
JOB3974,Financial Analyst,IBM,Ahmedabad,Contract,12-20 LPA,10+ years,2024-12-28,2025-01-13,Naukri.com,143,PhD,"AWS, Digital Marketing, React",Onsite,Small (1-50)
JOB3975,Product Manager,TCS,Delhi,Contract,20+ LPA,10+ years,2024-12-24,2025-01-20,LinkedIn,138,PhD,"SQL, C++, UI/UX",Onsite,Medium (51-500)
JOB3976,Cyber Security Analyst,Amazon,Kolkata,Part-time,12-20 LPA,2-5 years,2025-01-20,2025-02-05,LinkedIn,172,B.Sc,"Machine Learning, C++, Python",Onsite,Large (500+)
JOB3977,Financial Analyst,Deloitte,Pune,Part-time,20+ LPA,0-2 years,2024-12-31,2025-01-29,Naukri.com,460,B.Sc,"C++, Machine Learning, AWS",Remote,Medium (51-500)
JOB3978,Marketing Executive,Infosys,Delhi,Part-time,20+ LPA,0-2 years,2025-01-13,2025-02-12,Indeed,268,M.Tech,"AWS, React, Java",Hybrid,Small (1-50)
JOB3979,Sales Representative,HCL,Bangalore,Part-time,20+ LPA,10+ years,2025-01-02,2025-01-09,LinkedIn,181,B.Sc,"React, SQL, C++",Hybrid,Small (1-50)
JOB3980,Sales Representative,HCL,Chennai,Internship,20+ LPA,0-2 years,2025-01-03,2025-01-19,Naukri.com,94,PhD,"React, Digital Marketing, SQL",Onsite,Small (1-50)
JOB3981,Financial Analyst,Deloitte,Jaipur,Part-time,8-12 LPA,0-2 years,2024-12-26,2025-01-21,LinkedIn,370,B.Sc,"Excel, AWS, Machine Learning",Remote,Large (500+)
JOB3982,Sales Representative,Infosys,Pune,Contract,5-8 LPA,0-2 years,2025-01-14,2025-02-03,Naukri.com,362,PhD,"C++, React, Python",Hybrid,Large (500+)
JOB3983,Graphic Designer,Infosys,Hyderabad,Contract,3-5 LPA,5-10 years,2024-12-27,2025-01-12,Naukri.com,94,PhD,"C++, Digital Marketing, SQL",Hybrid,Small (1-50)
JOB3984,Cyber Security Analyst,Accenture,Mumbai,Part-time,5-8 LPA,2-5 years,2025-01-19,2025-02-01,LinkedIn,55,MBA,"C++, Java, Digital Marketing",Remote,Large (500+)
JOB3985,Data Scientist,Infosys,Ahmedabad,Internship,8-12 LPA,0-2 years,2025-01-02,2025-01-12,Indeed,492,B.Tech,"UI/UX, Digital Marketing, React",Hybrid,Medium (51-500)
JOB3986,Business Analyst,Accenture,Noida,Internship,5-8 LPA,0-2 years,2025-01-02,2025-01-26,Naukri.com,131,B.Sc,"Python, Machine Learning, Digital Marketing",Onsite,Small (1-50)
JOB3987,Marketing Executive,Google,Noida,Contract,3-5 LPA,5-10 years,2024-12-24,2024-12-31,LinkedIn,395,PhD,"Java, C++, SQL",Remote,Medium (51-500)
JOB3988,Marketing Executive,TCS,Ahmedabad,Full-time,5-8 LPA,2-5 years,2025-01-11,2025-02-03,LinkedIn,470,B.Sc,"Machine Learning, Excel, AWS",Remote,Small (1-50)
JOB3989,Marketing Executive,Microsoft,Hyderabad,Full-time,12-20 LPA,5-10 years,2025-01-02,2025-01-21,Indeed,360,B.Sc,"Machine Learning, AWS, C++",Remote,Small (1-50)
JOB3990,Graphic Designer,HCL,Ahmedabad,Contract,12-20 LPA,10+ years,2025-01-11,2025-01-21,LinkedIn,140,PhD,"Python, UI/UX, Digital Marketing",Onsite,Medium (51-500)
JOB3991,Product Manager,TCS,Bangalore,Full-time,8-12 LPA,2-5 years,2025-01-12,2025-02-07,LinkedIn,124,M.Tech,"Excel, Machine Learning, Python",Onsite,Small (1-50)
JOB3992,Business Analyst,Wipro,Hyderabad,Internship,8-12 LPA,2-5 years,2025-01-09,2025-02-02,LinkedIn,21,B.Tech,"Machine Learning, Excel, SQL",Onsite,Large (500+)
JOB3993,Marketing Executive,Google,Noida,Full-time,5-8 LPA,10+ years,2025-01-09,2025-02-02,Indeed,12,M.Tech,"Python, AWS, React",Onsite,Small (1-50)
JOB3994,Graphic Designer,Deloitte,Delhi,Part-time,12-20 LPA,5-10 years,2025-01-16,2025-01-25,Naukri.com,411,B.Sc,"UI/UX, SQL, Python",Hybrid,Large (500+)
JOB3995,Product Manager,Deloitte,Chennai,Internship,5-8 LPA,5-10 years,2025-01-17,2025-02-04,Indeed,230,MBA,"C++, UI/UX, Python",Remote,Medium (51-500)
JOB3996,Cyber Security Analyst,Deloitte,Noida,Internship,12-20 LPA,2-5 years,2024-12-30,2025-01-12,Indeed,157,PhD,"Digital Marketing, Java, Machine Learning",Onsite,Medium (51-500)
JOB3997,Business Analyst,TCS,Delhi,Contract,20+ LPA,2-5 years,2025-01-16,2025-02-15,LinkedIn,298,B.Sc,"C++, Digital Marketing, AWS",Remote,Small (1-50)
JOB3998,Cyber Security Analyst,Microsoft,Chennai,Part-time,20+ LPA,10+ years,2025-01-21,2025-02-02,Naukri.com,129,B.Sc,"Python, Excel, React",Remote,Large (500+)
JOB3999,Business Analyst,Infosys,Mumbai,Internship,12-20 LPA,10+ years,2024-12-24,2025-01-07,Naukri.com,177,PhD,"C++, Digital Marketing, SQL",Onsite,Small (1-50)
JOB4000,Business Analyst,Accenture,Bangalore,Internship,12-20 LPA,5-10 years,2025-01-07,2025-01-16,LinkedIn,187,MBA,"AWS, SQL, Machine Learning",Onsite,Small (1-50)
JOB4001,Product Manager,Deloitte,Jaipur,Part-time,12-20 LPA,0-2 years,2025-01-01,2025-01-28,Indeed,231,MBA,"Java, Excel, AWS",Remote,Large (500+)
JOB4002,Business Analyst,TCS,Pune,Part-time,8-12 LPA,2-5 years,2024-12-30,2025-01-21,Naukri.com,93,PhD,"UI/UX, Digital Marketing, Java",Remote,Small (1-50)
JOB4003,Financial Analyst,Amazon,Bangalore,Internship,3-5 LPA,10+ years,2025-01-14,2025-01-26,LinkedIn,319,PhD,"UI/UX, AWS, Java",Onsite,Small (1-50)
JOB4004,Marketing Executive,Accenture,Chennai,Internship,12-20 LPA,10+ years,2025-01-09,2025-02-04,Indeed,211,B.Tech,"Excel, Python, Java",Onsite,Small (1-50)
JOB4005,Product Manager,Wipro,Jaipur,Contract,5-8 LPA,0-2 years,2025-01-06,2025-02-03,Naukri.com,316,B.Sc,"Excel, React, Python",Onsite,Large (500+)
JOB4006,Marketing Executive,HCL,Pune,Part-time,3-5 LPA,10+ years,2025-01-21,2025-02-16,Naukri.com,458,PhD,"UI/UX, C++, React",Hybrid,Large (500+)
JOB4007,Graphic Designer,Microsoft,Bangalore,Part-time,12-20 LPA,0-2 years,2025-01-10,2025-01-30,Indeed,23,B.Tech,"Java, React, Machine Learning",Hybrid,Large (500+)
